"","year","vote","race","language","interview","gender","turnout"
"5294","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5295","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5296","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5297","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5298","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5299","2012","7. Did not vote or voted but not for president (exc.1972)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"5300","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"5301","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5302","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5303","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"5304","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5305","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5306","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5307","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5308","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5309","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","3. Voted (registered)"
"5310","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5311","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"5312","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5313","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5314","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5315","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5316","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","1. Not registered, and did not vote"
"5317","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","1. Male","3. Voted (registered)"
"5318","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","3. Voted (registered)"
"5319","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5320","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"5321","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5322","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5323","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","3. Voted (registered)"
"5324","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"5325","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5326","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5327","2012","7. Did not vote or voted but not for president (exc.1972)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5328","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5329","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5330","2012","4. Other (incl. 3d/minor party candidates and write-ins)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5331","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","1. Male","3. Voted (registered)"
"5332","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5333","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5334","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5335","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5336","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5337","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5338","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5339","2012","2. Republican","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5340","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","3. Voted (registered)"
"5341","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"5342","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5343","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"5344","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5345","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5346","2012","4. Other (incl. 3d/minor party candidates and write-ins)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5347","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5348","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5349","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5350","2012","2. Republican","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5351","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5352","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5353","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"5354","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5355","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5356","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"5357","2012","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5358","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5359","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5360","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5361","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5362","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5363","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5364","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","3. Voted (registered)"
"5365","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5366","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"5367","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","3. Voted (registered)"
"5368","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5369","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5370","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5371","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"5372","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5373","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","3. Voted (registered)"
"5374","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5375","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5376","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","3. Voted (registered)"
"5377","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5378","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5379","2012","2. Republican","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5380","2012","2. Republican","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5381","2012","2. Republican","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","3. Voted (registered)"
"5382","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5383","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5384","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5385","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5386","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5387","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"5388","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5389","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"5390","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5391","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"5392","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5393","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5394","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5395","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5396","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"5397","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5398","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"5399","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5400","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5401","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5402","2012","1. Democrat","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5403","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5404","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5405","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5406","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5407","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5408","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5409","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5410","2012","7. Did not vote or voted but not for president (exc.1972)","3. Asian or Pacific Islander, non-Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5411","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5412","2012","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5413","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5414","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5415","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5416","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5417","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5418","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5419","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5420","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5421","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5422","2012","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"5423","2012","7. Did not vote or voted but not for president (exc.1972)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","1. Not registered, and did not vote"
"5424","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5425","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5426","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","3. Voted (registered)"
"5427","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5428","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5429","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5430","2012","1. Democrat","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5431","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5432","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5433","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5434","2012","4. Other (incl. 3d/minor party candidates and write-ins)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5435","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","1. Male","3. Voted (registered)"
"5436","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5437","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5438","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5439","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5440","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","0. All personal","2. Female","1. Not registered, and did not vote"
"5441","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5442","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5443","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5444","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5445","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5446","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5447","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5448","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5449","2012","7. Did not vote or voted but not for president (exc.1972)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5450","2012","7. Did not vote or voted but not for president (exc.1972)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","2. Registered, but did not vote"
"5451","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5452","2012","7. Did not vote or voted but not for president (exc.1972)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","2. Registered, but did not vote"
"5453","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","1. Not registered, and did not vote"
"5454","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5455","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5456","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5457","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5458","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","1. Male","3. Voted (registered)"
"5459","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5460","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
"5461","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","0. All personal","2. Female","3. Voted (registered)"
