"","year","vote","work","job","outofwork","turnout"
"1037","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1038","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","1. Not registered, and did not vote"
"1039","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1040","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1041","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1042","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1043","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1044","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1045","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1046","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1047","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1048","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1049","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"1050","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1051","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1052","2008","1. Democrat","5. Retired","5. Not much at all","5. No","3. Voted (registered)"
"1053","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1054","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"1055","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1056","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1057","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1058","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1059","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1060","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1061","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"1062","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1063","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1064","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1065","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1066","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1067","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1068","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1069","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1070","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1071","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1072","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1073","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1074","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1075","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1076","2008","2. Republican","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1077","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1078","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1079","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1080","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1081","2008","1. Democrat","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"1082","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1083","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1084","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1085","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1086","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1087","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1088","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1089","2008","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1090","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1091","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1092","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1093","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1094","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1095","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1096","2008","2. Republican","8. Student","5. Not much at all","5. No","3. Voted (registered)"
"1097","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1098","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1099","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1100","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1101","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","2. Registered, but did not vote"
"1102","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1103","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1104","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1105","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1106","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1107","2008","2. Republican","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"1108","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1109","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1110","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1111","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1112","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1113","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1114","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1115","2008","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1116","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","2. Registered, but did not vote"
"1117","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1118","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1119","2008","1. Democrat","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"1120","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1121","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1122","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1123","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1124","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1125","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","1. Yes","2. Registered, but did not vote"
"1126","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1127","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1128","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1129","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1130","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1131","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1132","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1133","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1134","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1135","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1136","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1137","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1138","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1139","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1140","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1141","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1142","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1143","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1144","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1145","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1146","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1147","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1148","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1149","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1150","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1151","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1152","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1153","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1154","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1155","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1156","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1157","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1158","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1159","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1160","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1161","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1162","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1163","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1164","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1165","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1166","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1167","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1168","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1169","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","1. Yes","1. Not registered, and did not vote"
"1170","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1171","2008","2. Republican","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1172","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1173","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1174","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1175","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1176","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1177","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1178","2008","2. Republican","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1179","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1180","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1181","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1182","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1183","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1184","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1185","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1186","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1187","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","2. Registered, but did not vote"
"1188","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1189","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1190","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1191","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1192","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1193","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1194","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1195","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1196","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","1. Not registered, and did not vote"
"1197","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1198","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1199","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1200","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1201","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1202","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1203","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1204","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1205","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1206","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1207","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1208","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1209","2008","2. Republican","7. Homemaker","5. Not much at all","5. No","3. Voted (registered)"
"1210","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1211","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1212","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1213","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1214","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1215","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1216","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1217","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1218","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1219","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1220","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1221","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1222","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1223","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"1224","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1225","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1226","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1227","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1228","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1229","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1230","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1231","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1232","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1233","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1234","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1235","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1236","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1237","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1238","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1239","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1240","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1241","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1242","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1243","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1244","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1245","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1246","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1247","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1248","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1249","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1250","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1251","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1252","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1253","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1254","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1255","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1256","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1257","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1258","2008","1. Democrat","5. Retired","5. Not much at all","5. No","3. Voted (registered)"
"1259","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1260","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1261","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1262","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1263","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1264","2008","2. Republican","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1265","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","1. Yes","2. Registered, but did not vote"
"1266","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1267","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1268","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1269","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1270","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1271","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1272","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1273","2008","1. Democrat","8. Student","5. Not much at all","5. No","3. Voted (registered)"
"1274","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1275","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1276","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1277","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1278","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1279","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1280","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1281","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1282","2008","1. Democrat","7. Homemaker","5. Not much at all","5. No","3. Voted (registered)"
"1283","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1284","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1285","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1286","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1287","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1288","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1289","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1290","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1291","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1292","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1293","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1294","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1295","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1296","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1297","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1298","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1299","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1300","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1301","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1302","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1303","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1304","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1305","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1306","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","1. Yes","1. Not registered, and did not vote"
"1307","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1308","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1309","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1310","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1311","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"1312","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1313","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1314","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1315","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1316","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1317","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1318","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1319","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1320","2008","2. Republican","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"1321","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1322","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1323","2008","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1324","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1325","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1326","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1327","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1328","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1329","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1330","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1331","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1332","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1333","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1334","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
