"","year","vote","region","urbanism","grewup","turnout"
"302","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","1. On a farm","1. Not registered, and did not vote"
"303","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"304","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","3. Rural, small towns, outlying and adjacent areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"305","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"306","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"307","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"308","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"309","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"310","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","1. Not registered, and did not vote"
"311","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"312","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"313","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"314","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"315","2000","4. Other (incl. 3d/minor party candidates and write-ins)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","7. In a very large city (over 500,000)","3. Voted (registered)"
"316","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"317","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","5. In a large city (100,000-500,000)","3. Voted (registered)"
"318","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","1. On a farm","3. Voted (registered)"
"319","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","3. Voted (registered)"
"320","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"321","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","6. In a suburb of a large city","3. Voted (registered)"
"322","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"323","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"324","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"325","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"326","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","7. In a very large city (over 500,000)","1. Not registered, and did not vote"
"327","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","1. On a farm","3. Voted (registered)"
"328","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"329","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"330","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"331","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"332","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","2. In the country, not on a farm","1. Not registered, and did not vote"
"333","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"334","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"335","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"336","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"337","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"338","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"339","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"340","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"341","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"342","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","6. In a suburb of a large city","2. Registered, but did not vote"
"343","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","2. In the country, not on a farm","3. Voted (registered)"
"344","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"345","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"346","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"347","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","2. In the country, not on a farm","1. Not registered, and did not vote"
"348","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"349","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","1. Not registered, and did not vote"
"350","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","5. In a large city (100,000-500,000)","1. Not registered, and did not vote"
"351","2000","4. Other (incl. 3d/minor party candidates and write-ins)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"352","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"353","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"354","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"355","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","1. On a farm","3. Voted (registered)"
"356","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"357","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"358","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"359","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","2. Registered, but did not vote"
"360","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"361","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"362","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"363","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","3. Voted (registered)"
"364","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","1. Not registered, and did not vote"
"365","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","7. In a very large city (over 500,000)","3. Voted (registered)"
"366","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"367","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","3. In a small city or town (under 50,000)","3. Voted (registered)"
"368","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","1. On a farm","3. Voted (registered)"
"369","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"370","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"371","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","5. In a large city (100,000-500,000)","1. Not registered, and did not vote"
"372","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"373","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","2. In the country, not on a farm","1. Not registered, and did not vote"
"374","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"375","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","2. Registered, but did not vote"
"376","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"377","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","7. In a very large city (over 500,000)","3. Voted (registered)"
"378","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"379","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"380","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","2. In the country, not on a farm","3. Voted (registered)"
"381","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"382","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"383","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"384","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","1. On a farm","3. Voted (registered)"
"385","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","6. In a suburb of a large city","1. Not registered, and did not vote"
"386","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"387","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","6. In a suburb of a large city","3. Voted (registered)"
"388","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"389","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"390","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"391","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"392","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"393","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"394","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"395","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","1. On a farm","3. Voted (registered)"
"396","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"397","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"398","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"399","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","5. In a large city (100,000-500,000)","1. Not registered, and did not vote"
"400","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","5. In a large city (100,000-500,000)","1. Not registered, and did not vote"
"401","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"402","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","1. On a farm","2. Registered, but did not vote"
"403","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","1. Not registered, and did not vote"
"404","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","3. Voted (registered)"
"405","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","2. In the country, not on a farm","3. Voted (registered)"
"406","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"407","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"408","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"409","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"410","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","2. Registered, but did not vote"
"411","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"412","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"413","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","1. Not registered, and did not vote"
"414","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"415","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"416","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","3. In a small city or town (under 50,000)","1. Not registered, and did not vote"
"417","2000","7. Did not vote or voted but not for president (exc.1972)","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","8. In a suburb of a very large city","1. Not registered, and did not vote"
"418","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"419","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"420","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"421","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","3. Voted (registered)"
"422","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","1. Central cities","2. In the country, not on a farm","3. Voted (registered)"
"423","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"424","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","3. Voted (registered)"
"425","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","2. In the country, not on a farm","1. Not registered, and did not vote"
"426","2000","1. Democrat","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","3. Rural, small towns, outlying and adjacent areas","7. In a very large city (over 500,000)","3. Voted (registered)"
"427","2000","2. Republican","1. Northeast (CT, ME, MA, NH, NJ, NY, PA, RI, VT)","2. Suburban areas","1. On a farm","3. Voted (registered)"
"428","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"429","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"430","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","2. Suburban areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"431","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"432","2000","7. Did not vote or voted but not for president (exc.1972)","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","2. In the country, not on a farm","1. Not registered, and did not vote"
"433","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","1. Central cities","2. In the country, not on a farm","3. Voted (registered)"
"434","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"435","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","2. Suburban areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"436","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","1. Central cities","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"437","2000","2. Republican","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","3. Voted (registered)"
"438","2000","1. Democrat","4. West (AK, AZ, CA, CO, HI, ID, MT, NV, NM, OR, UT, WA,","3. Rural, small towns, outlying and adjacent areas","6. In a suburb of a large city","3. Voted (registered)"
"439","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"440","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","6. In a suburb of a large city","3. Voted (registered)"
"441","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","1. Central cities","7. In a very large city (over 500,000)","1. Not registered, and did not vote"
"442","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"443","2000","1. Democrat","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"444","2000","7. Did not vote or voted but not for president (exc.1972)","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","3. In a small city or town (under 50,000)","2. Registered, but did not vote"
"445","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","4. In a medium-sized city (50,000-100,000)","3. Voted (registered)"
"446","2000","1. Democrat","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","5. In a large city (100,000-500,000)","3. Voted (registered)"
"447","2000","7. Did not vote or voted but not for president (exc.1972)","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","6. In a suburb of a large city","2. Registered, but did not vote"
"448","2000","2. Republican","2. North Central (IL, IN, IA, KS, MI, MN, MO, NE, ND,","2. Suburban areas","1. On a farm","3. Voted (registered)"
"449","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
"450","2000","2. Republican","3. South (AL, AR, DE, D.C., FL, GA, KY, LA, MD, MS, NC","3. Rural, small towns, outlying and adjacent areas","1. On a farm","3. Voted (registered)"
